Description,DescValue
fitness-related,2
#8013,2
2/13/18,2
freshman-sophomore),2
freshman-sophomore)/emergency,2
$3.40 ,2
ngo,8
decentralized,4
solver,2
outliers,6
rollouts,6
"â€¢	spearhead",2
services-pre-sentence,2
borough-based,7
greeting,2
arrival,3
scanning/organizing,2
photographing,6
dp-30,2
permission,2
â€¢improving,2
vop,2
hr/payroll,2
ppms,3
hrs,2
incidences,4
personâ€™s,2
class-and,2
bias,20
rapid-response,2
aftermath,2
classify,2
healing,2
apprising,2
ripe,2
helpful,4
dockless,72
citi,72
unleashed,8
cycling,8
boom,8
chinese,8
metropolises,8
modal,8
december,12
expressions,8
shareâ€™s,8
widely-used,8
western,8
hemisphere,8
adding,16
bicycles,8
amenity,11
roles:,8
"â€¢	policy",10
researcher/planner,8
dockless/shared,8
"â€¢	planners/gis",8
infill,8
"â€¢	business/financial",8
schemes,8
"â€¢	community",8
pilots,11
bike-related,8
scientists/analysts,8
nuanced,8
rebalancing,8
movements,14
overcrowding,8
"â€¢	inspectors",8
fieldwork,15
guided,6
incentivizing,2
intra-and,2
analysis/input/management,2
decision-makers,2
lawn,3
mowing,3
laying,3
emptying,3
receptacles,3
codis,3
disclosure,5
beta,3
tissue,7
trainee,10
#4060,4
notable,6
re-align,2
rationalize,2
oversight-based,2
operation's,2
homicide,1
reply,1
next-of-kin,1
rounds,6
completed/maintained,2
logbook,4
taxicabs,11
boro,9
liveries,9
"115,000",7
"170,000",7
visit:,9
www.nyc.gov/taxi,7
tlcs,2
on-demand,2
wheelchair,4
trip,15
engagement:,2
co-lead,3
data-related,2
landmark,3
occupied,3
technical/quality,1
tactics,2
well-organized,6
oig-nypdâ€™s,2
optometrists,12
eyeglass,6
legibility,4
eyeglasses,6
2nd,3
finishing,2
mph,2
winter-spring,2
72,2
families/informants,1
identifications,3
communications/interviews,1
prints,3
homicides,1
ante,1
ebt,2
turn,5
sbh,2
the-at-risk,2
stars,9
smh,10
requests;monitor,2
mh,4
treatment/services,2
booking,2
discreetly,2
interrupting,2
wiping,2
dusting,4
window,6
sills,2
cubicle,4
tops,4
vacuums,4
tidy,2
chairs,6
neatly,2
vacuumed,2
wiped,2
disinfects,4
countertops,2
sinks,2
pantry,7
refrigerator,2
microwave,4
carpet,2
stains,2
re-arranging,2
pre-sentence,8
arrested,25
person's,4
pro-social,2
yls,2
worldview,2
round,8
arts,27
dance,2
artistic,2
teachings,2
sporting,2
expose,4
nurture,2
existences,2
trips,10
games,4
17-Dec,4
"""lead",4
"example""",4
intern/youth,2
andservices,2
"â€¢	convey",2
"â€¢	thoroughly",2
ehace,2
cai,2
pediatric,12
counselor,4
high-need,2
daycare,2
"â€¢	elevate",2
participantâ€™s,2
determinates,2
repeat,2
matrices,3
referents,2
victim,5
ovs,4
mdt,2
daâ€™s,2
â€¢through,2
tribunal's,2
"$57,969.00 ",2
ete,18
refining,8
neutral,9
york's,2
prep,12
employment/vocational,2
stis,2
quality/completeness,6
fuller,6
intermediate,10
displaying,6
reporting-related,2
legal/administrative,2
lengthy,2
auto-generating,2
auto-updating,2
red-lining,2
strikeouts,2
globally,2
bolding,2
underlining,2
secretarial/administrative,2
sixty-five,2
"1.	develop",2
dialog,2
"4.	direct",2
"5.	recommend",2
"6.	ensure",2
cpr,2
"7.	oversee",2
"9.	develop",2
"10.	oversee",2
"178,000",2
decreased,2
summary:,2
$3.50 ,2
strategizing,2
teams:,2
$1.4bn,2
self-insured,2
stabilize,2
discernment,2
21-Feb,2
3/6/18,2
390,2
kent,2
laboring,2
laborer,6
"a)	operates",2
fork-lift,2
"b)	assists",2
"c)	loading",2
"d)	moves",2
lifts,32
"e)	may",2
power-driven,2
"f)	engages",2
manager/,4
owner/project,4
vocal,4
backlog,6
project/program,6
virology,4
immunology,2
point-of,2
genotype,2
threefold:,2
genotyping,2
assay,2
sequence-based,2
pairwise,2
genotypes,2
chains,2
intervene,5
detected,2
genetically,4
phylogenetic,2
linked,2
abstracts,4
discharged,3
transitional,8
youths,2
adopted/guardianship/final,1
adoptive/guardianship,1
adoptive,1
anti-poverty,4
opportunityâ€™s,8
replicate,2
implementation/oversight,2
evaluators,2
policymakers,2
"â€¢	regularly",5
ymi,2
researched,2
coib,2
cfb,2
n.y,4
servants,2
waivers,12
trading,2
eeoc,2
employment-related,2
plwh,6
rwpa)-funded,2
sub-awardees,6
rwpa-funded,8
capacity-building,6
qmta,4
a-funded,2
disseminated,2
expediently,2
functionalities,6
post-deployment,2
courseware,4
elearning,3
qi,13
disorder,4
sud,8
example,6
piloting,4
"	support",4
transitional-aged,4
bhs,9
retired,4
reassessments,2
client's,5
niosh,2
medical/mental,2
split,2
tackling,4
inequality,14
disparity,6
one-stop-shop,4
inter-governmental,4
"â€¢	departmentâ€™s",2
ramp-down,2
post-implementation,2
complies,11
disciplined,2
ross,8
responsibilties,2
"8,000-12,000",2
reaches,2
resident-led,2
unrepresented,4
appearing,18
â€œfairness,2
madeâ€,2
ombudsperson/pro,12
appeared,8
intermediary,4
respondent,2
pro,12
bono,4
mentioned,4
"â€¢	significant",8
"â€¢	travel",2
ombudsman,7
limiting,2
owners/representatives,2
adversely,2
i.e.:,2
grounding,2
motorola,2
r56,2
quality:,2
unambiguous,2
ncc,9
"96,000",1
easy,6
ehire,5
kit,1
dreamweaver,1
engineer-in-charge/tocs,2
environmental/hazardous,2
bonding,2
â€¢hpd,2
â€¢next,2
selling,4
assistance/guidance,2
â€¢attending,2
â€¢analyzing,2
monthly/quarterly,2
with/meet,2
agency/division/programs,2
kickoff,2
graduations,2
â€¢tracking,2
â€¢special,2
fma,4
"â€¢	mining",2
procurement-focused,2
"â€¢	departmental",2
"â€¢	microsoft-based",2
spent,6
simâ€™s,17
esa,6
nycdots,7
roadblock,9
horizontal,4
vertical,12
alignments,4
dse,4
infeasibilities,2
qcse,4
ifsp,4
mediations/fair,2
"	analyzing",2
creatively,8
"	providing",4
"	researching",2
"	drafting",2
"	conducting",2
"	liaise",2
workstreams,2
explanatory,2
canâ€™t,2
problems;,2
mrse,6
estimator,2
idea,2
earning,2
7+,2
cohort-based,2
â€¢ensuring,2
services/programs,2
wcbdi,2
â€¢conducting,2
goal-setting,2
â€¢guiding,2
â€¢identifying,2
â€¢representing,2
onboarding,9
â€¢report,2
â€¢update,4
thereof,4
nonprofits,5
snapchat,2
outlet,2
@nycsanitation,2
@nyczerowaste,2
topic,2
e-newsletters,2
capturing,5
175,2
ez,2
telematics,6
isolates,4
biothreat,4
tier-1,2
bsl3,2
foods,2
bacillus,2
anthracis,2
yersinia,2
pestis,2
assays,3
pandemic,4
flu,2
prevalence,2
smt,2
cognizant,2
mooring,4
unmooring,2
ship's,4
births,8
"285,00",2
bvs,12
level-iii,2
algorithms,2
state-regulated,2
variation,2
exploratory,2
dep-operated,2
dock-handling,2
co-op,8
crts,10
til,36
self-sufficient,8
141,2
121,2
tas,18
captain,2
maneuvering,2
dispatcher,2
/corrective,2
variances/discrepancies,2
analyzed,8
mastering,2
analyst/managers,2
csbg,6
compiled,4
cab,2
shadow,4
yddp/rhy,2
intra-city,2
backing,2
essentials,2
repair/maintenance,2
nhac,2
"""office""",2
"""oig-nypd""",2
publics,2
pressures,2
326,2
countryâ€™s,7
lead-based,40
hhu,6
biennial,4
re-evaluations,4
1017,4
1992,4
seq,4
40+,4
"â€¢	understand",4
high-paced,2
high-volume,2
adaptations,4
multi-million-dollar,2
parallel,8
thomson,4
tyrellan,2
outfit,4
ddcs,2
3030,2
slip,2
oegs,6
donning,2
livable,4
nyc.gov/brownsville,4
playbook,2
geo-spatial,4
childrens,2
caseworkers,23
admissibility,10
substituting,2
internes,2
be:,7
"â¿â€¢	provide",2
"â¿â€¢	interface",2
"â¿â€¢	in",2
solely,2
rule-making,2
tackle,5
consolidation,5
macro,2
livery,2
"500,000",2
forfeiture,4
inter-government,2
coo,10
big-picture,2
counsel/executive,4
groups:,4
torts,2
counsel/evp,4
"1.	legal",2
156,2
statues,2
"2.	ethics",2
rendering,4
template,2
50%,7
concerns/problems,1
"â€¢	instructing",2
writs,2
"â€¢	administering",2
libraryâ€™s,3
notary,4
quo,2
questioning,2
singular,2
adeptly,2
mitigating,3
interdependencies,2
analysts/senior,2
â€œsafe,2
communitiesâ€,2
authorityâ€”both,2
intra-departmentallyâ€”to,2
pain,2
storylines,6
200-person,2
off-sites,2
ia&a,6
thinker:,2
distills,2
outcome-based,2
professional:,2
multi-tasker:,2
collaborator:,2
believes,2
exceeds,2
self-starter:,2
ambiguous,2
analyst:,2
detail-oriented-enough:,2
comma,2
equation,2
anecdote,2
idea--but,2
scrutinize,2
skim,2
piece,2
stands,2
designer:,2
visually-compelling,2
relayed,4
solver:,2
discrete:,2
speaks,2
acknowledging,2
caution,2
conservatism,2
facilitator:,2
august,6
opened,2
fort,2
crash,4
benchmarking,3
kpi,2
nycfleet,2
speeding,2
harsh,2
"â€¢	subrogation",2
subrogation,2
"â€¢	entering",6
collision,4
"1.	managing",2
"2.	drafting",2
"3.	representing",2
prosecutorsâ€™,4
"4.	acting",2
"5.	manage",2
itinerary,1
conflicting,1
"â€¢	accountable",1
"â€¢	advocate",1
contributor,1
project's,1
self-audits,1
maintaining/enforcing,1
pmâ€™s,1
"â€¢	management",5
esm,2
servicenow,6
delta,2
workflow/process,4
process/technology,2
non-emergency,4
slaâ€™s,2
e-mails,2
pssd,2
hour/weekend,2
layer,2
resets,3
buildings/within,2
pims,6
365,7
migrations,5
liii,2
associate):,2
accos,2
signatories,2
notarized,2
geochemistry,2
hydrogeology,2
design/review,2
experience/knowledge,2
jmp,2
suit,2
40-hour,2
hazwoper,2
contraband,6
on-loan,2
k9,2
ocj,10
processes/conduct,2
"	established",2
identify/rectify,2
summaries/highlights,2
"	build",2
re-occurring,2
anti-discriminatory,2
permanet,2
4,2
dohmh)â€™s,6
at:,4
http://www1.nyc.gov/site/doh/health/emergency-preparedness/what-we-do.page,4
pod,3
strike,2
train-the-trainer,6
non-dohmh,2
oversite,2
osh's,4
ahu,6
in-school,12
hormonal,6
contraception,10
self-directed,4
severe,20
smm,42
replicable,10
eliminates,10
black/white,10
latina/white,10
hospital-specific,10
toxic,14
trauma,27
directions,2
"residents	",2
poverty-related,2
easing,2
interchange,2
integration:,2
targeting,4
"â€¢	service",2
considers,2
"â€¢	access",2
pre-populated,2
"â€¢	integration",2
user-facing,4
"â€¢	investigate",5
mobilization,4
routed,2
threats:,2
/information,2
technology-based,4
aoc,4
aocs,2
preparedness-related,2
passage,2
kendra's,2
1999,2
"â€¢	composing",2
deciding,6
officer/eeo,2
"â€¢	otherwise",2
malicious,13
public-private,13
cert,2
malware,10
packet,2
"	enhance",2
correlations,2
reverse,2
"â€¢	microsoft",2
paas,4
"â€¢	five",2
architecting,4
"â€¢	three",2
"â€¢	deep",2
"â€¢	capable",10
vms,2
"â€¢	in-depth",2
"â€¢	proven",3
"â€¢	oversight",2
specialization,4
application/end,2
"â€¢	presentation",2
â€¢proactively,2
acs's,1
brooklyn).providing,1
precept,1
inquiring,1
patient's,1
caretakers,1
self-care,1
accepting,19
hospital-community,2
"	duties",2
community-activities,2
connectionâ€™s,2
"â€¢	synthesize",2
"â€¢	craft",2
hopes,2
operations/activities,2
"â€¢	manage/create",2
"management.	",2
citys,2
9/1/01,4
autonomous,4
stimulating,4
leveraged,4
intiatives,2
ctoâ€™s,2
financed,6
physically,14
city-sponsored,6
apm/division,2
codify,2
apmâ€™s,10
workflow-management,2
work-collaboration,2
industry-specific,2
contextualize,2
separations,6
promotions,4
on-boarding,2
succession,4
stretch,2
group(s,6
playbooks,2
tabletop,2
validating,3
stressful,2
fluid,2
tools/visibility/capabilities,2
"900,00",4
dept.,4
comptrollers,4
twofold:,2
old,2
bridging,2
sides,2
limited:,2
"â€¢	to",24
style,4
ui/ux,4
browser,2
compatibility,2
maintainable,2
reusable,4
speed,2
validated,2
configured,2
commandâ€™s,7
cloud-based,4
responder,2
responders,4
devops,2
pressing,2
calm,2
applications/systems,2
commissioner-level,2
off-the-shelf,2
"â€¢	firsthand",2
mvvm,2
razor,2
api/restful,2
"â€¢	familiarity",3
html5,2
angular,2
js,2
pins,11
overreaching,3
divert,2
court-involved,5
14-May,2
poorly,2
multipronged,2
allergens,2
triggers,4
asthma-related,6
17-May,2
9%,2
landing,2
work-group,2
standardizing,2
work/policies,2
benjamin,2
puts,2
teenagers,4
"â€¢	greet",3
"â€¢	retrieve",1
diverting,1
moia,4
moiaâ€™s,4
preferably,4
finish,6
6-Apr,2
with:,8
enforcementâ€™s,4
applicationâ€”which,4
inspectorsâ€”to,4
studio.net,2
wcf,2
"â€¢	an",2
"â€¢	collaboratively",2
spectral,2
frequencies,2
non-tower,2
antennas,2
roof-tops,2
cabling,2
imd,2
calculators,2
conclude,2
repeaters,2
l2/l3,2
subscriber,2
snmp,2
engineering/quality,2
apple,6
macos,6
outdated,4
apfs,3
hardware/operating,3
educationâ€™s,3
ssh,3
firmware,3
dispositional,6
borough/unit,2
love,6
â€œlove,2
localâ€,2
high-touch,2
cred,4
conveyances,2
imitation,1
cracks,4
"â€¢	historic",2
concentration,4
"â€¢	hand",4
elevations,4
transits,4
rotate,4
325,2
well-informed,2
"â€¢	propose",4
pre-ulurp,2
edgemere,2
climate-related,2
multi-faceted,4
releasing,2
pre-solicitations,2
minority/women-owned,2
"â€¢	ensuing",2
forum,5
litigator,2
thinks,2
savors,2
pays,2
greets,2
attempt,4
vacating,6
â€¢conducts,2
develops/implements,2
job:,2
â€˜customersâ€™,2
rfs,2
info,3
one-time,2
procurement/business,2
re-imagining,2
bookstore,2
staffers,2
mch,2
md,2
gynecologic,2
sterilization,4
preventability,2
dimes,2
babies,2
wait,3
culturals,2
finished,2
construction/design,2
"â€¢	end",2
technology/industry,2
$190 ,2
equities,2
voting,4
"10,500",4
shareholder,8
advocating,2
reforms,4
investors,3
vote,2
shareowner,2
services/citywide,4
modernizing,2
simplifying,2
cashiering,2
merchant,2
oeprâ€™s,6
injustice,2
re:,2
edb,4
dhrl,2
watermains,2
conduct/review,2
bdd,8
hygiene's,2
richer,2
program/contract,2
program-contract,2
intellectual/developmental,2
funding/defunding,2
programs/contracts,2
alcoholism,2
jersey,4
community/public,4
arenas,2
misidentifications,2
mli,2
anthropology,2
biology/dna,2
"â€¢	submission",2
hits,2
"â€¢	distribution",2
informants,2
irc,2
namus,2
unidentified,2
business/technical,3
ct,1
nycaps-ess,1
paycycle,1
payrules,1
"â€¢	this",1
"â€¢	project",3
tsoa,1
canned,1
220,1
clearcase,1
ms-project,1
mission-critical,1
transmitting,8
problem-focused,4
confidentially,4
vaccinations,2
injections,2
ofe,18
wealth,2
ofeâ€™s,16
overcome,2
fintech,2
low-incomes,2
volatility,2
refinements,2
personal/confidential,2
patient/client,2
clinic/test,2
accruals,1
tardiness,1
sh,8
fch's,4
sh's,2
oppm,6
hraâ€™s,5
fia,3
dss/dhsâ€™s,1
hdu,1
rau,1
losu,1
mot,1
stable,1
homelessness/shelter,1
7003,2
"$57,337 ",2
"65,938",2
"technician	",2
"technology	number",2
exemplify,8
dedication,8
"â€¢	order",4
dell,2
kace,2
"â€¢	image",2
"â€¢	interact",5
analyst.to,2
revenue/administration,2
program/project,2
formalized,4
carbon,2
landfills,2
2030,2
20%,2
renewable,2
additional/enhanced,2
discrete,2
project(s,2
editorial,4
pha2s,6
proposals/request,2
orders/p,2
bid/contract,2
bids/contracts,2
regulations/policy,2
analyst/programs,2
p,2
"ã¢â‚¬å“payrs""",2
requisitions/bids,2
champions,10
allies,2
assessment/survey,2
champions(bjcs,2
ã¢â‚¬â€œbased,2
bjcs,2
srj,2
ceg,2
staff/interns,2
meeting/conference,4
"â€¢	caskets",2
reconciled,2
"â€¢	travels",2
removals,2
publishes,2
military,4
bureau-specific,2
"â€¢	supervision",2
charitable,2
collectively,2
non-confidential,4
capitalâ€™s,2
"130,000",1
"70,000",1
srs,1
non-ncc,1
trac,1
web-portal,1
nccâ€™s,1
dcla,6
33,2
cig,2
"1,100",2
not-profit,2
constituency,2
theaters,2
botanical,2
donated,2
commissions,2
"â¿	draft",4
"â¿	under",2
"â¿	advise",4
"â¿	interface",2
"â¿	serve",2
"â¿	work",4
"â¿	keep",2
apprised,5
"â¿	represent",4
"â¿	supervise",2
"â¿	to",2
landlordsâ€™,4
negotiators,2
"â€¢	intra-agency",4
photoshop,4
task-shifting,2
mhfa,10
quarter,2
evidenced,4
"""booster",2
"sessions""",2
year-to-date,3
reallocate,3
infrastructure/division,1
minimization,1
viability,4
overseen,3
supervisor/,2
cwss,3
equalized,1
forwarding,4
scr,15
vacations,2
maintain/monitor,1
anon-mandated,1
hygiene(nycdohmh)'s,2
response(oepr)was,2
tif,6
tlc's,3
meticulous,3
"1,300",2
managing/preventing,2
clinical-community,8
self-management,6
substantially,2
pre-diabetes,2
lifestyle,6
organizationsâ€™,2
ebis,2
dpp,6
ebi,4
sensitivity,2
pcip's,2
a1c,2
dropout,2
geography,4
socioeconomic,2
"â€¢	arrange",1
organizers,1
conventions,3
6001,2
graduated,2
construction's,2
â€˜qipâ€™,2
pharmacist,2
technical/professional,2
qip,2
sub-programs,2
job-related,5
desctiption,2
nyc3,2
normalize,2
correlate,2
100-plus,8
translator,4
120,2
2008:00:00,2
"â€¢	improving",2
linguistic,4
"â€¢	consulting",6
neighborhoods/communities,2
factsheets,2
origination,2
comprehension,2
translations,2
browsers,2
transportation's,2
conveyed,2
findings/recommendations,2
84,1
jobbing,3
60%,3
furnishes,2
neither,2
"â€¢	responses",2
"â€¢	log",3
bankruptcy,1
elevators,64
escalators,58
equipmentâ€™s,12
escalator,8
conveyors,12
dumb-waiters,14
entrapments,6
lubricating,6
rails,6
rewiring,6
pvt,6
"â€¢	per",6
dumbwaiters,12
handicap,12
electrical/hydraulic,6
microprocessor,6
"â·	generate",1
"â·	proof-read",1
"â·	ensure",1
mailed,1
faxed,1
"â·	conduct",4
lexisnexis,2
"â·	distribute",1
1040,5
impress,1
finds/,1
"â·	maintain",4
restock,3
"â·	scan",1
d2,1
"â·	coordinate",2
"â·	sort",1
typewriters,1
"â·	restock",1
copier,1
workstation,3
"â·	initiate",1
"â·	issue",1
"â·	qwl",1
"â·	process",2
petty,1
$1.00 ,1
$250.00 ,1
"â·	act",1
"â·	work",1
opre,2
refines,2
intra-departmental,2
hra/dhs,2
homebase,2
mou,2
uptake,4
counsel's,4
misdirected,2
uber,4
lyft,4
nyc.gov/tlc,2
tlc-regulated,2
powerâ€”ensuring,2
accountabilityâ€”utilizing,2
"â€¢	quantitative",2
automatically,2
"â€¢	transportation",2
implementation:,6
decks,2
"50,000",2
seeing,2
serviceâ€™s,2
â€¢assists,3
publically,2
engineer/director,3
inthe,2
lack,2
guardianship,6
blogs,2
throughput,2
database/application,2
setting/resetting,2
commuting,2
$17 ,2
surpluses,2
avoiding,2
non-personnel,4
tracker,4
shavlik,2
epo,2
fluency,2
â€œintegrity,4
first.â€,2
"1.	selected",2
"2.	in",2
choicemaker,2
just-in-time,2
duplicate,2
falsely,2
merged,2
onboard,2
epi-mpi,2
stewards,4
de-duplicating,2
non-gis,2
satisfactorily:,2
pcoip,2
ex,2
kvm,2
"â€¢	review/escalate/resolve",2
agency/unit,2
finalize,8
management/statistical,2
staff/unit,2
#8000,2
shapers,2
milling,6
planers,2
overhead,14
exhausters,2
fabricates,2
weather-related,2
2000,2
stafford,2
pre-disaster,2
dsf,6
"â€¢	acts",5
sca/doe,2
control/quality,2
errors/omissions,2
sca,4
tgg,4
a&e,2
firm,8
coverletter,2
overrepresentation,2
lgbtqi,2
manage/supervise,2
"â€¢	integrate",4
n-tier,2
non-custodial,2
$194.70 ,2
meetings/discussions,2
overdrafts,2
static,2
syndication,2
on-boarded,2
attributes,8
design/maintain,2
rebalancings,2
baby,2
city.the,2
visited,2
unconfirmed,2
rolls,6
weighing,10
â€¢examination,2
â€¢interpretation,2
â€¢performing,2
â€¢testifying,2
constructions,2
â€¢technical,2
â€¢issuance,2
â€¢management,2
sanitation's,8
day's,4
bfscs,24
in-class,4
vermin,6
filing/drop-off/pick-ups,2
â€¢schedule,2
drop-off,2
label,2
â€¢package,2
personally,4
articulation,4
11g,2
data-maintenance,4
integrity/accuracy,2
water/sewer,2
standards/policy,2
hardcopy,2
exchangers,6
converters,2
electromechanical,2
operating/safety,2
sstws,2
fifty,2
one's,2
arms-length,2
gratings,4
105,4
humidity,4
3a,2
eighteen,2
phs,8
1,2
field-testing,2
0i,2
pre-permit,2
complaint-generated,2
prisons,2
non-food,2
single-room,2
hotels,2
electricity,2
260,2
webcam,2
$4 ,2
"836,000",9
allocated,2
oversigth,2
"â¿	-accurately",1
fame,3
"â¿	-ensure",1
attached,1
"â¿	-tag",1
"â¿	-confirming",1
serial,1
"â¿	-assist",2
"â¿	-interface",1
"â¿	-provide",3
disposals,1
"â¿	-develop",3
discover,1
renewal/support,1
"â¿	-collect",1
"â¿	-analyze",1
â¿,1
sheriff,14
interdicts,4
untaxed,4
synthetic,4
narcotics,4
sheriff's,6
ranks,2
re-qualifying,2
ccu,2
will:â€¢,2
ccu's,2
cordial,2
style.â€¢,2
acknowledgment,2
web-form,2
clients.â€¢,2
customizes,2
concerns.â€¢,2
arts).â€¢,2
response.â€¢,2
handbook.â€¢,2
suspensions.â€¢,2
codification,2
municipalities,2
hotline,6
interviews:,2
mortgage,4
cigarette,2
k2,2
"â€¢	observe",2
"â€¢	assumes",2
training/refresher,2
mes,2
tallying,8
fail,18
getting,6
refractometer,6
screened,2
attach,2
printout,2
want,6
high-impact,4
control/efficiency,2
efficiency/output,2
consolidation/tracking/utilization/efficiency,2
incident(s,2
lan/wan/wwan,2
vpn/remote,2
san/nas,2
38,2
administration:,2
physical/virtual,2
accountabilities,2
enterprise-scale,4
heterogeneous,2
hands-on/tactical,2
when/where,2
network/systems,2
streaming,2
tracks/ensures,2
solicits/review,2
trains/coaches,2
comprehensive/detailed,4
pc/laptop/tablet,2
sustainable/scalable,2
by/adhere,2
standpoint,2
communicate/educate,2
experience:,2
bs,2
hcf,6
work-related,2
pre-employment,6
titled,4
connection's,6
reproductive-aged,2
csi,2
deficiency,2
"â€¢	implements",2
configures,2
v3,2
precise,2
operations:,10
cis,4
"â€¢	enacts",2
"â€¢	reconciles",2
populating,2
populated,2
naming,2
business/it,2
dependency,2
traceable,2
publicizes,2
new/updated,2
health's,2
rea,2
rea's,2
horse,5
carriage,2
bengali,4
mfv,6
proctor,4
confirmations,4
orally,10
workfiles,2
camp,4
operate:,2
owners/operators,2
business/establishment,2
endangers,2
rowsgss,2
rowrgs,2
greenstrips,2
rowgss,2
rowpp,2
bioretention,2
$25 ,2
comprehend,6
fscs,8
6500,2
345b18,2
"$56,798 ",2
facilitate/initiate,2
decals,2
permit/license,2
systems/applications/databases,2
photographed,2
summon,2
10-hour,2
concluded,2
aix,2
pseries,2
perf,2
om,4
performance/tuning,2
determination/resolution,2
junior/senior,2
servicesâ€”office,2
division/bureau,2
blocking,2
functional/data,4
peopletools,2
8.sx,2
tam,2
eprofile,2
taleo,14
techno-functional,2
agency-specific,2
predict,2
acquired,4
#5524,2
infrastructureâ€™s,2
watermain,10
cbx,2
vesting,2
appraisals,2
stake,2
holders,2
men,12
veteran,4
detective,14
investigatorâ€™s,2
caseloads,6
"assignments.	manage",2
"investigators.	conduct",2
"procedures.	work",2
reimbursable,4
multipliers,4
progressed,4
ia,5
freshman-sophomore,5
"	outreach",2
contaminated,2
mislabeled,2
timekeeper,5
"â€¢	adjusting",1
reapproving,1
correcting,5
"â€¢	approving",1
re-enrollments,1
"â€¢	time",1
"â€¢	enroll",1
$3.60 ,7
six-month,2
agency-issued,2
fos,2
diploma,2
55a,7
physical/environmental,5
factors:,5
prolonged,7
saturday,9
cooks,2
whoâ€™s,6
"â€¢	preparation",6
cooking,2
"â€¢	portioning",2
open-end,1
ventures,1
non-core,1
european,1
distributional,2
local-and,2
state-level,2
tax-related,2
policy's,2
dm,5
brm-dm,1
"â€¢	pro-actively",2
bundle,2
peripartum,2
bundles,2
materials/agendas,2
hospital-based,6
facilitated,2
place-making,2
redesigning,4
unduly,2
doctrine,2
revocations,2
dwelling,2
non-compliances,2
bsa,2
support/service,2
hindering,2
criminogenic,2
evidenced-based,2
ebp,4
wardens,2
coincide,2
"â€¢	problem",2
reviews:,2
envelopes,2
ink,2
1.8,1
regulatories,1
james,1
satterwhite,1
along-side,1
erm,4
deputies,2
craft,2
approval/denial,2
63,2
2011,2
pcard,4
procurement-related,6
executive/external,8
editor/speechwriter,8
intergovernmental/legislative,8
affairs/communications,4
docâ€™s,4
off-duty,4
allegedly,3
undue,2
erroneous,4
unbecoming,2
discredit,2
assaults,2
sixty,2
"â€¢	obtains",2
tribunals,8
lihtc,10
â€œyear,2
15â€,2
â€œlihtcâ€,2
reaching,6
2007,2
repositioned,2
185,2
"17,280",2
â€œsenior,2
pmâ€,2
conventional,4
resyndication,2
4%,2
exempt,3
420c,2
xi,2
for-profit,2
syndicators,4
formas,4
repositioning,4
resyndications,2
development/lending,2
masters,2
business/public,2
spring,9
buildout,2
livemaps,2
struxureware,2
alertsite,2
site-safety,2
excavations,2
demolitions,2
rough-ins,2
expired,2
8032,4
27th,4
grows,1
newest,1
tons,6
"1,760",2
"13,000",2
carting,2
clears,4
www.nyc.gov/dsny,2
"criminalist						",1
"$76,516 ",1
"iii	",1
tuesday-saturday,2
"$88,287 ",1
"iv						",1
criminalists,3
"â€¢	schedules",1
"â€¢	liaisons",1
"â€¢	evaluates",1
compass-nyc,1
927,1
"90,000+participants",1
900+,1
$270m,1
pqi,3
appraising,1
disciplining,1
ppie,1
small-group,1
multi-site,1
societies,4
emplyees,6
#3037,6
"12158			",6
"$38,534-$46,000",2
clarification,2
component:,2
non-uniformed,2
uniformity,2
congruence,2
engineering/architectural,4
back-ups,4
citable,4
"$38,534-$42,000",2
#3020,2
"60888			",2
"$34,827 ",2
"specialist				",4
"communications			",2
ocme's,2
â€œcase,2
intakeâ€,2
data-base,2
etp,9
adulthood,1
21,3
requests:,1
fps-019,2
fps-019(a,1
completely,5
attachments,1
werenâ€™t,1
lapsed,1
fasp,1
disapproval,1
doesnâ€™t,1
extract/transform/load,2
java/j2ee,2
translated,2
"â¿	participate",2
"â¿	design",2
"â¿	identify",2
program-level,2
"â¿	author",2
"$55,000 ",2
"$60,418 ",2
make-follow-up,4
re-inspections,6
blds,12
engineering-mep,2
systemsâ€”including,2
boilers/hvac,2
sprinklersâ€”and,2
newly-constructed,4
sprinkler,10
construction/alteration,2
bldsâ€™,4
hpd-assisted,6
information/,4
redacting,2
500+,2
$288m,2
cpa,8
monies,2
data/statements,2
questioned,2
schedules/statements,2
cpa(s,2
prepare/review,1
maximized,3
pas,3
ta/training,1
usage.,1
work-flow,3
units/bureaus,1
easily,4
aig,6
specializes,2
embezzlement,2
"63,000",2
rebuilding,2
maintenanceâ€™s,4
4-Jan,4
prescriptions,4
clerk's,2
assessor's,2
calculation,4
landowner,2
buildingâ€™s,4
eseâ€™s,2
complaint-response,2
cross-disciplinary,2
commissioner/chief,2
$30 ,2
"â€¢	modernize",2
cohesion,2
fdc,4
oens,5
fmtr,3
pmaa,1
classified,2
reclassification,2
"â€¢	assure",2
out-of-title,2
changes/actions,2
publicly-subsidized,2
ppau,4
compliments,4
"â€¢	inputting",2
cts,10
"â€¢	rerouting",2
mode,4
assessed,2
lending,4
stateâ€™s,2
hdc,2
dhcr,2
"â€¢	engagement",2
ocdeeo,2
emerges,2
"â€¢	implementing",2
planks,2
mdli,2
underutilization,2
"â€¢	broadening",2
multicultural,4
synergy,2
information/policy,2
portals,2
inspiring,2
prohibitions,2
occupies,2
seventy,2
â€˜s,2
modular,2
